id,title,season,episode,air_date,subject,colors,img_src,youtube_src,notes
225,Crimson Oval,18,4,1989-07-26,"Deciduous, Grass, River, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting61.png,https://www.youtube.com/embed/R7Y3izMFPbM,
226,Autumn Exhibition,18,5,1989-08-02,"Deciduous, Grass, Lake, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting62.png,https://www.youtube.com/embed/6afHY2d9Lv8,
227,Majestic Peaks,18,6,1989-08-09,"Bushes, Conifer, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting63.png,https://www.youtube.com/embed/lilbzLCNnDo,
228,Golden Morning Mist,18,7,1989-08-16,"Deciduous, Fog, Grass, River, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting64.png,https://www.youtube.com/embed/rCHXqj4DHlM,
229,Winter Lace,18,8,1989-08-23,"Clouds, Cumulus, Deciduous, Lake, Snow, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting65.png,https://www.youtube.com/embed/WJF_qoQRPck,
230,Seascape Fantasy,18,9,1989-08-30,"Beach, Cirrus, Clouds, Ocean, Waves","Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting66.png,https://www.youtube.com/embed/sBBBilrDuSw,
231,Double Oval Stream,18,10,1989-09-06,"Bushes, Deciduous, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting67.png,https://www.youtube.com/embed/rRjnHdr9DmU,
232,Enchanted Forest,18,11,1989-09-13,"Deciduous, Path, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting68.png,https://www.youtube.com/embed/ikR7UT9mVBw,
233,Southwest Serenity,18,12,1989-09-20,"Cactus, Cirrus, Clouds, Mountain, Mountains, Path","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting69.png,https://www.youtube.com/embed/EVfPPJ5FUmA,
234,Rippling Waters,18,13,1989-09-27,"Deciduous, River, Rocks, Sun, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting70.png,https://www.youtube.com/embed/XvnJBynSiT0,
235,Snowfall Magic,19,1,1990-01-03,"Deciduous, River, Snow, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting44.png,https://www.youtube.com/embed/1enWTsRi16o,
236,Quiet Mountain Lake,19,2,1990-01-10,"Clouds, Cumulus, Deciduous, Grass, Lake, Mountain, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting45.png,https://www.youtube.com/embed/2gq2V6dCt2I,
237,Final Embers of Sunlight,19,3,1990-01-17,"Deciduous, River, Sun, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting46.png,https://www.youtube.com/embed/IeFbdk36MUU,
238,Snowy Morn,19,4,1990-01-24,"Cabin, Conifer, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting47.png,https://www.youtube.com/embed/iB1TDWlo0kk,
239,Camper's Haven,19,5,1990-01-31,"Bushes, Conifer, Grass, Lake, Mountain, Mountains, Tree, Trees","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting48.png,https://www.youtube.com/embed/C34WAUgkAT0,
240,Waterfall in the Woods,19,6,1990-02-07,"Deciduous, Grass, River, Rocks, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting49.png,https://www.youtube.com/embed/uBRKVa7sy1Q,
241,Covered Bridge Oval,19,7,1990-02-14,"Bridge, Conifer, Fence, River, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting50.png,https://www.youtube.com/embed/F4iPbH1OHsQ,
242,Scenic Seclusion,19,8,1990-02-21,"Bushes, Conifer, Deciduous, Grass, Mountain, River, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting51.png,https://www.youtube.com/embed/d50HkqB9JEM,
243,Ebb Tide,19,9,1990-02-28,"Beach, Clouds, Cumulus, Ocean, Rocks, Sun, Waves","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting52.png,https://www.youtube.com/embed/mFOna_LN7Ys,
244,After the Rain,19,10,1990-03-07,"Deciduous, Path, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting53.png,https://www.youtube.com/embed/Wj-3ct7RvAI,
245,Winter Elegance,19,11,1990-03-14,"Clouds, Cumulus, Deciduous, Lake, Rocks, Snow, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting54.png,https://www.youtube.com/embed/JjBZzKp_u5E,
246,Evening's Peace,19,12,1990-03-21,"Barn, Conifer, Deciduous, Fence, Moon, Night, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting56.png,https://www.youtube.com/embed/uEUMVwc4o5U,
247,Valley of Tranquility,19,13,1990-03-28,"Bushes, Clouds, Conifer, Cumulus, Grass, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting57.png,https://www.youtube.com/embed/FnY7jDY5PsE,
248,Mystic Mountain,20,1,1990-04-04,"Clouds, Conifer, Cumulus, Deciduous, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting31.png,https://www.youtube.com/embed/VlucWfTUo1A,
249,New Day's Dawn,20,2,1990-04-11,"Barn, Conifer, Fence, Grass, Path, Structure, Sun, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting32.png,https://www.youtube.com/embed/vbPdQ0w8ylg,
250,Winter in Pastel,20,3,1990-04-18,"Conifer, Deciduous, Mountain, Mountains, Snow, Snowy_Mountain, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting33.png,https://www.youtube.com/embed/kbnXZRNMouM,
251,Hazy Day,20,4,1990-04-25,"Deciduous, Fog, River, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting34.png,https://www.youtube.com/embed/5U3G61r35Mc,
252,Divine Elegance,20,5,1990-05-02,"Clouds, Conifer, Cumulus, Lake, Mountain, Mountains, Rocks, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting35.png,https://www.youtube.com/embed/mb-Gwx1S5Gs,
253,Cliffside,20,6,1990-05-09,"Beach, Cliff, Clouds, Ocean, Rocks, Waves","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting36.png,https://www.youtube.com/embed/p6Uy2qOLvGk,
254,Autumn Fantasy,20,7,1990-05-16,"Cirrus, Clouds, Conifer, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting37.png,https://www.youtube.com/embed/FozIp7Va7dY,
255,The Old Oak Tree,20,8,1990-05-23,"Deciduous, Grass, River, Tree","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting38.png,https://www.youtube.com/embed/dN4HjAn8p5U,
256,Winter Paradise,20,9,1990-05-30,"Clouds, Conifer, Cumulus, Mountain, River, Snow, Snowy_Mountain, Tree, Trees, Winter","Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White",https://www.twoinchbrush.com/images/painting39.png,https://www.youtube.com/embed/DY1aBv8Z1SQ,
257,Days Gone By,20,10,1990-06-06,"Bridge, Bushes, Cabin, Conifer, Deciduous, Path, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting40.png,https://www.youtube.com/embed/DmYhNHVIdMI,
258,Change of Seasons,20,11,1990-06-13,"Deciduous, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting41.png,https://www.youtube.com/embed/QbgPu5f2Vf8,
259,Hidden Delight,20,12,1990-06-20,"Cabin, Conifer, Deciduous, Path, River, Sun, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting42.png,https://www.youtube.com/embed/ZyPNzDaaDt8,
260,Double Take,20,13,1990-06-27,"Bushes, Conifer, Fog, Lake, Mountain, Mountains, Snow, Snowy_Mountain, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting43.png,https://www.youtube.com/embed/ppzFgG2K2k4,
261,Valley View,21,1,1990-09-05,"Conifer, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting17.png,https://www.youtube.com/embed/pw5ETGiiBRg,
262,Tranquil Dawn,21,2,1990-09-12,"Conifer, Deciduous, Fog, River, Sun, Tree, Trees","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting18.png,https://www.youtube.com/embed/4abDq6Q-mlM,
263,Royal Majesty,21,3,1990-09-19,"Clouds, Conifer, Mountain, Mountains, River, Rocks, Snowy_Mountain, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting19.png,https://www.youtube.com/embed/ubUXBqE6t0U,
264,Serenity,21,4,1990-09-26,"Deciduous, Flowers, River, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting20.png,https://www.youtube.com/embed/crqmO3qDdco,
265,Cabin at Trails End,21,5,1990-10-03,"Cabin, Deciduous, Path, Structure, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting21.png,https://www.youtube.com/embed/GLkLO4KqTRs,
266,Mountain Rhapsody,21,6,1990-10-10,"Conifer, Lake, Mountain, Snow, Snowy_Mountain, Tree, Trees, Winter","Alizarin Crimson, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting22.png,https://www.youtube.com/embed/H4VsmKU5T7g,
267,Wilderness Cabin,21,7,1990-10-17,"Cabin, Conifer, Lake, Rocks, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting23.png,https://www.youtube.com/embed/GWehiacnd1E,
268,By the Sea,21,8,1990-10-24,"Beach, Cliff, Clouds, Cumulus, Deciduous, Ocean, Rocks, Sun, Tree, Waves","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting24.png,https://www.youtube.com/embed/8tHHBTK6wwc,
269,Indian Summer,21,9,1990-10-31,"Bushes, Conifer, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting25.png,https://www.youtube.com/embed/pfWV8NkotvU,
270,Blue Winter,21,10,1990-11-07,"Clouds, Conifer, Cumulus, Mountain, Mountains, River, Snow, Snowy_Mountain, Tree, Trees, Winter","Midnight Black, Prussian Blue, Titanium White",https://www.twoinchbrush.com/images/painting27.png,https://www.youtube.com/embed/liR0gS0sZY0,
271,Desert Glow,21,11,1990-11-14,"Cactus, Clouds, Mountain, Path","Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Yellow Ochre",https://www.twoinchbrush.com/images/painting28.png,https://www.youtube.com/embed/QyncJfL_HmU,
272,Lone Mountain,21,12,1990-11-21,"Conifer, Grass, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting29.png,https://www.youtube.com/embed/NJbzIftLLmU,
273,Florida's Glory,21,13,1990-11-28,"Beach, Ocean, Palm_Trees, Waves","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting30.png,https://www.youtube.com/embed/HQC5sPN9Xhc,
274,Autumn Images,22,1,1991-01-01,"Bushes, Clouds, Cumulus, Deciduous, Flowers, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Red, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting14.png,https://www.youtube.com/embed/HMx34Am6RFg,
275,Hint of Springtime,22,2,1991-01-08,"Bushes, Conifer, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting15.png,https://www.youtube.com/embed/C-OSaHvt8ms,
276,Around the Bend,22,3,1991-01-15,"Conifer, Flowers, River, Rocks, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting16.png,https://www.youtube.com/embed/Kl5X3icOVvw,
277,Countryside Oval,22,4,1991-01-22,"Clouds, Deciduous, Grass, Hills, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting4.png,https://www.youtube.com/embed/hdNH5axK4u0,
278,Russet Winter,22,5,1991-01-29,"Barn, Deciduous, Snow, Structure, Tree, Winter","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting5.png,https://www.youtube.com/embed/aE4nID1p-t0,
279,Purple Haze,22,6,1991-02-05,"Bushes, Deciduous, Grass, River, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting6.png,https://www.youtube.com/embed/ZoJ2tcXWb7g,
280,Dimensions,22,7,1991-02-12,"Conifer, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting7.png,https://www.youtube.com/embed/JUuP75RVZDI,
281,Deep Wilderness Home,22,8,1991-02-19,"Cabin, Cliff, Deciduous, Grass, River, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting8.png,https://www.youtube.com/embed/uZWNvDFfbUk,
282,Haven in the Valley,22,9,1991-02-26,"Cabin, Conifer, Lake, Mountain, Mountains, Path, Snowy_Mountain, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting9.png,https://www.youtube.com/embed/Qccgam514ds,
283,Wintertime Blues,22,10,1991-03-05,"Clouds, Conifer, Cumulus, Mountain, Mountains, Snow, Tree, Trees, Winter","Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting10.png,https://www.youtube.com/embed/dbMJVM4iL2Q,
284,Pastel Seascape,22,11,1991-03-12,"Beach, Clouds, Ocean, Sun, Waves","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting11.png,https://www.youtube.com/embed/K4aud_SpFDQ,
285,Country Creek,22,12,1991-03-19,"Conifer, River, Rocks, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting12.png,https://www.youtube.com/embed/JDa6JPcqy88,
286,Silent Forest,22,13,1991-03-26,"Conifer, Grass, River, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting13.png,https://www.youtube.com/embed/AE1GKcL3NuI,
287,Frosty Winter Morn,23,1,1991-09-03,"Cabin, Conifer, Deciduous, Fence, Hills, Snow, Tree, Trees, Winter","Alizarin Crimson, Cadmium Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting295.png,https://www.youtube.com/embed/1-9_enMBquw,
288,Forest Edge,23,2,1991-09-10,"Bushes, Deciduous, Grass, Path, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting296.png,https://www.youtube.com/embed/puGk2iFvvp0,
289,Mountain Ridge Lake,23,3,1991-09-17,"Clouds, Conifer, Cumulus, Grass, Lake, Mountain, Mountains, Tree","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting297.png,https://www.youtube.com/embed/Hq-z06i6HCs,
290,Reflections of Gold,23,4,1991-09-24,"Clouds, Deciduous, River, Snow, Sun, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting298.png,https://www.youtube.com/embed/8f9CCnqJ_1Y,
291,Quiet Cove,23,5,1991-10-01,"Bushes, Conifer, Deciduous, Hills, Lake, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting299.png,https://www.youtube.com/embed/cR9hTbSomx4,
292,Rivers Peace,23,6,1991-10-08,"Deciduous, Grass, River, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting300.png,https://www.youtube.com/embed/flCWS9LB4Ks,
293,At Dawn's Light,23,7,1991-10-15,"Bushes, Conifer, Deciduous, Lake, Path, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting301.png,https://www.youtube.com/embed/HFdTxqEznIk,
294,Valley Waterfall,23,8,1991-10-22,"Conifer, Grass, Mountain, River, Rocks, Snowy_Mountain, Tree, Waterfall","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting302.png,https://www.youtube.com/embed/VYcsYzzRae4,
295,Toward Days End,23,9,1991-10-29,"Bushes, Cabin, Deciduous, Grass, River, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting303.png,https://www.youtube.com/embed/cFi_fJl40BA,
