id,title,season,episode,air_date,subject,colors,img_src,youtube_src,notes
85,Barn at Sunset,7,7,1985-11-13,"Barn, Clouds, Cumulus, Deciduous, Path, Snow, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting210.png,https://www.youtube.com/embed/WT6n0K2zGnA,
86,Mountain Splendor,7,8,1985-11-20,"Bushes, Deciduous, Mountain, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting211.png,https://www.youtube.com/embed/GhOGZMpPUSE,
87,Lake by Mountain,7,9,1985-11-27,"Bushes, Clouds, Cumulus, Deciduous, Guest, Lake, Mountain, Snowy_Mountain, Steve_Ross, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting212.png,https://www.youtube.com/embed/yAiYirlcq7o,
88,Mountain Glory,7,10,1985-12-06,"Clouds, Conifer, Grass, Mountain, Mountains, Snowy_Mountain, Tree, Trees","Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting213.png,https://www.youtube.com/embed/0M9pwLHRR2c,
89,Grey Winter,7,11,1985-12-13,"Bushes, Clouds, Lake, Snow, Tree, Trees, Winter","Alizarin Crimson, Midnight Black, Titanium White",https://www.twoinchbrush.com/images/painting214.png,https://www.youtube.com/embed/sS-hNYgDUak,
90,Dock Scene,7,12,1985-12-20,"Boat, Clouds, Cumulus, Deciduous, Dock, Lake, Structure, Tree","Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting215.png,https://www.youtube.com/embed/4KYxkqlzyqM,
91,Dark Waterfall,7,13,1985-12-27,"Bushes, Deciduous, River, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting216.png,https://www.youtube.com/embed/VqMbL00eZqw,
92,Misty Rolling Hills,8,1,1986-01-02,"Conifer, Fog, Grass, Mountain, Mountains, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting190.png,https://www.youtube.com/embed/cC5ozePVKGI,
93,Lakeside Cabin,8,2,1986-01-09,"Bushes, Cabin, Clouds, Deciduous, Grass, Lake, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting191.png,https://www.youtube.com/embed/CP6_5cQVZvQ,
94,Warm Winter Day,8,3,1986-01-16,"Cabin, Deciduous, Grass, Snow, Structure, Sun, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting192.png,https://www.youtube.com/embed/mUJoNLWQ1yI,
95,Waterside Way,8,4,1986-01-23,"Bushes, Deciduous, Grass, Lake, Path, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting193.png,https://www.youtube.com/embed/uj5FE70BcB0,
96,Hunter's Haven,8,5,1986-01-30,"Cabin, Cirrus, Clouds, Conifer, Deciduous, Path, River, Rocks, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting194.png,https://www.youtube.com/embed/Da4SPyh1ATM,
97,Bubbling Mountain Brook,8,6,1986-02-06,"Bushes, Clouds, Conifer, Grass, Mountain, Mountains, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting195.png,https://www.youtube.com/embed/U2_SKgM3f4A,
98,Winter Hideaway,8,7,1986-02-13,"Cabin, Conifer, Deciduous, Fence, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting196.png,https://www.youtube.com/embed/19oz9XHZNzA,
99,Foot of the Mountain,8,8,1986-02-20,"Conifer, Deciduous, Grass, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting197.png,https://www.youtube.com/embed/cIUBUc_ITBc,
100,Majestic Pine,8,9,1986-02-27,"Bushes, Clouds, Conifer, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting198.png,https://www.youtube.com/embed/x5CoQj9zr-c,
101,Cactus at Sunset,8,10,1986-03-06,"Cactus, Clouds, Path, Rocks","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting199.png,https://www.youtube.com/embed/XBqD3QhKU24,
102,Mountain Range,8,11,1986-03-13,"Clouds, Conifer, Cumulus, Deciduous, Guest, Lake, Mountain, Mountains, Snowy_Mountain, Steve_Ross, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting200.png,https://www.youtube.com/embed/V_l6olF3yHI,
103,Lonely Retreat,8,12,1986-03-20,"Cabin, Clouds, Conifer, Snow, Structure, Tree, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting201.png,https://www.youtube.com/embed/qTDQt_PdlYc,
104,Northern Lights,8,13,1986-03-27,"Aurora_Borealis, Cabin, Conifer, Deciduous, Lake, Mountain, Night, Snow, Snowy_Mountain, Structure, Tree, Trees, Winter","Alizarin Crimson, Black Gesso, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting202.png,https://www.youtube.com/embed/vgbMONXc9Cs,
105,Winter Evergreens,9,1,1986-04-30,"Cirrus, Clouds, Conifer, Mountain, Mountains, Snow, Snowy_Mountain, Sun, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting177.png,https://www.youtube.com/embed/O6L5YPt9CeU,
106,Surf's Up,9,2,1986-05-07,"Beach, Cliff, Clouds, Cumulus, Ocean, Rocks, Waves","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting178.png,https://www.youtube.com/embed/ZKxFvyyOBPQ,
107,Red Sunset,9,3,1986-05-14,"Bushes, Clouds, Conifer, Lake, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting179.png,https://www.youtube.com/embed/e5JhYi_G-l0,
108,Meadow Road,9,4,1986-05-21,"Bushes, Clouds, Conifer, Cumulus, Deciduous, Grass, Mountain, Mountains, Path, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting180.png,https://www.youtube.com/embed/u5VT_WGM0kg,
109,Winter Oval,9,5,1986-05-28,"Bushes, Cabin, Conifer, Fog, Mountain, River, Snowy_Mountain, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting181.png,https://www.youtube.com/embed/pYWiLm_-sXw,
110,Secluded Beach,9,6,1986-06-04,"Beach, Clouds, Cumulus, Ocean, Rocks, Waves","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting182.png,https://www.youtube.com/embed/WGUcw_kFvzU,
111,Forest Hills,9,7,1986-06-11,"Bushes, Conifer, Deciduous, Mountain, Mountains, River, Rocks, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting183.png,https://www.youtube.com/embed/E3XW_Zp238U,
112,Little House by the Road,9,8,1986-06-18,"Cabin, Deciduous, Fence, Mountain, Path, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting184.png,https://www.youtube.com/embed/3CDg_9gL-5M,
113,Mountain Path,9,9,1986-06-25,"Bushes, Clouds, Mountain, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting185.png,https://www.youtube.com/embed/e0VUprkc1n0,
114,Country Charm,9,10,1986-07-02,,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting186.png,https://www.youtube.com/embed/9wp8NRzCJnw,
115,Nature's Paradise,9,11,1986-07-09,"Bushes, Clouds, Cumulus, Deciduous, Grass, Mountain, Mountains, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting187.png,https://www.youtube.com/embed/7yU55PUls2c,
116,Mountain by the Sea,9,12,1986-07-16,"Beach, Bushes, Clouds, Cumulus, Deciduous, Mountain, Ocean, Snowy_Mountain, Tree, Waves","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting188.png,https://www.youtube.com/embed/so--opB-yuQ,
117,Mountain Hideaway,9,13,1986-07-23,"Cirrus, Clouds, Conifer, Deciduous, Grass, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting189.png,https://www.youtube.com/embed/q48EWPrbzVs,
118,Towering Peaks,10,1,1986-09-03,"Bushes, Clouds, Conifer, Cumulus, Deciduous, Hills, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting163.png,https://www.youtube.com/embed/1s58rW0_LN4,
119,Cabin at Sunset,10,2,1986-09-10,"Cabin, Clouds, Conifer, Fence, Grass, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting164.png,https://www.youtube.com/embed/a6Wil3OXNuI,
120,Twin Falls,10,3,1986-09-17,"Clouds, Conifer, Deciduous, Grass, Hills, River, Rocks, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting165.png,https://www.youtube.com/embed/cMwkY8ojRik,
121,Secluded Bridge,10,4,1986-09-24,"Bridge, Deciduous, River, Rocks, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting166.png,https://www.youtube.com/embed/vrAMRxBB5KI,
122,Ocean Breeze,10,5,1986-10-01,"Clouds, Cumulus, Ocean, Rocks, Waves","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting167.png,https://www.youtube.com/embed/XZmdzfvXRuw,
123,Autumn Woods,10,6,1986-10-08,"Bushes, Clouds, Conifer, Cumulus, Deciduous, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting168.png,https://www.youtube.com/embed/vKyMU5Z8cDI,
124,Winter Solitude,10,7,1986-10-15,"Bushes, Deciduous, Snow, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting170.png,https://www.youtube.com/embed/ov4YaCQB9co,
125,Golden Sunset,10,8,1986-10-22,"Deciduous, Lake, Snow, Sun, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting171.png,https://www.youtube.com/embed/CiNDyckERXQ,
126,Mountain Oval,10,9,1986-10-29,"Bushes, Cirrus, Clouds, Conifer, Deciduous, Guest, Lake, Mountain, Mountains, Snowy_Mountain, Steve_Ross, Tree, Trees","Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting172.png,https://www.youtube.com/embed/Qj6lMtnCt8o,
127,Ocean Sunset,10,10,1986-11-05,"Beach, Clouds, Ocean, Rocks, Waves","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting173.png,https://www.youtube.com/embed/OJ_xqtvZf3o,
128,Triple View,10,11,1986-11-12,"Cabin, Conifer, Deciduous, Grass, Mountain, Mountains, Path, Snowy_Mountain, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting174.png,https://www.youtube.com/embed/zoTeyliLn5o,
129,Winter Frost,10,12,1986-11-19,"Clouds, Conifer, Deciduous, Mountain, Mountains, Snow, Snowy_Mountain, Sun, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting175.png,https://www.youtube.com/embed/8satX-hLkuI,
130,Lakeside Cabin,10,13,1986-11-26,"Cabin, Clouds, Cumulus, Deciduous, Grass, Lake, Path, Rocks, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting176.png,https://www.youtube.com/embed/1l_TsfCIb_I,
131,Mountain Stream,11,1,1986-12-31,"Conifer, Grass, Mountain, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting150.png,https://www.youtube.com/embed/xdFCj6BzQio,
132,Country Cabin,11,2,1987-01-07,"Bushes, Cabin, Clouds, Conifer, Deciduous, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting151.png,https://www.youtube.com/embed/Dkww2nHpuZw,
133,Daisy Delight,11,3,1987-01-14,"Conifer, Fence, Flowers, Tree, Trees","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting152.png,https://www.youtube.com/embed/HuHC1RqtvDA,
134,Hidden Stream,11,4,1987-01-21,"Bushes, Clouds, Deciduous, River, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting153.png,https://www.youtube.com/embed/JGzTg8fCj4w,
135,Towering Glacier,11,5,1987-01-28,"Clouds, Conifer, Cumulus, Grass, Mountain, River, Rocks, Snowy_Mountain, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting154.png,https://www.youtube.com/embed/67vdGbA3Xkg,
136,Oval Barn,11,6,1987-02-04,"Barn, Bushes, Clouds, Cumulus, Deciduous, Snow, Structure, Tree, Trees, Winter","Bright Red, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting155.png,https://www.youtube.com/embed/HqBhCibidNM,
137,Lakeside Path,11,7,1987-02-11,"Bushes, Clouds, Conifer, Cumulus, Deciduous, Grass, Lake, Path, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting156.png,https://www.youtube.com/embed/1yjGoJokbZg,
138,Sunset Oval,11,8,1987-02-18,"Bushes, Clouds, Conifer, Cumulus, Deciduous, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting157.png,https://www.youtube.com/embed/9xG6IzcGotI,
139,Winter Barn,11,9,1987-02-25,"Barn, Cirrus, Clouds, Deciduous, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting158.png,https://www.youtube.com/embed/_xkn0ceDreo,
140,Sunset over the Waves,11,10,1987-03-04,"Beach, Clouds, Ocean, Rocks, Sun, Waves","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting159.png,https://www.youtube.com/embed/c4b_B2F1eZg,
141,Golden Glow,11,11,1987-03-11,"Clouds, Conifer, Lake, Snow, Tree, Trees, Waterfall","Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting160.png,https://www.youtube.com/embed/aA8RhtaWACA,
142,Roadside Barn,11,12,1987-03-18,"Barn, Clouds, Cumulus, Deciduous, Fence, Lake, Path, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting161.png,https://www.youtube.com/embed/vJpKhiXvXdA,
143,Happy Accident,11,13,1987-03-25,"Bushes, Deciduous, Grass, River, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting162.png,https://www.youtube.com/embed/Fw6odlNp7_8,
144,Golden Knoll,12,1,1987-04-29,"Cabin, Deciduous, Fog, Grass, Structure, Sun, Tree","Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting137.png,https://www.youtube.com/embed/-O0Bs65eN5w,
145,Mountain Reflections,12,2,1987-05-06,"Bushes, Clouds, Conifer, Cumulus, Mountain, Mountains, River, Rocks, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting138.png,https://www.youtube.com/embed/rzYpa4XGSnA,
146,Secluded Mountain,12,3,1987-05-13,"Clouds, Conifer, Cumulus, Deciduous, Grass, Lake, Mountain, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting139.png,https://www.youtube.com/embed/3PZabdohLso,
147,Bright Autumn Trees,12,4,1987-05-20,"Bushes, Deciduous, Path, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Midnight Black, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting140.png,https://www.youtube.com/embed/aR-C3h5zURM,
148,Black Seascape,12,5,1987-05-27,"Beach, Clouds, Cumulus, Night, Ocean, Rocks, Waves","Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting141.png,https://www.youtube.com/embed/P_aCan4cBwc,
149,Steep Mountains,12,6,1987-06-03,"Bushes, Cabin, Cirrus, Clouds, Conifer, Deciduous, Grass, Lake, Mountain, Mountains, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting142.png,https://www.youtube.com/embed/fRK8_ioYWw4,
150,Quiet Mountains River,12,7,1987-06-10,"Bushes, Clouds, Conifer, Cumulus, Deciduous, Grass, Mountain, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting143.png,https://www.youtube.com/embed/Leiw-FtADZc,
151,Evening Waterfall,12,8,1987-06-17,"Conifer, Grass, River, Tree, Trees, Waterfall","Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting144.png,https://www.youtube.com/embed/PutvF_P4588,
152,Tropical Seascape,12,9,1987-06-24,"Beach, Cirrus, Clouds, Ocean, Palm_Trees, Waves","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting145.png,https://www.youtube.com/embed/RrBsbqO9aqI,
153,Mountain at Sunset,12,10,1987-07-01,"Bushes, Clouds, Conifer, Deciduous, Grass, Mountain, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting146.png,https://www.youtube.com/embed/HCsCatvigtw,
154,Soft Mountain Glow,12,11,1987-07-08,"Bushes, Conifer, Grass, Mountain, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting147.png,https://www.youtube.com/embed/gOGJYHWjXgE,
